iPhone 7	32GB	Black	Ben The Tideline	1	For the professional life now completely unfit	2016-12-06	de	I travel a lot for work and talk a lot. Since the "" Upgrade "" on iPhone 7, it is at some point always a fight between quickly reload and phone. Bluetooth handsfree would be a possibility, but not in the well-known headphone quality. With the headphones, the phone call is so pleasant that the called often does not even hear that I'm in the car. Thus, for professional frequent travelers - and not suitable Telefon.Update - after one year in use, the battery hardly an hour. No wonder, Apple simply turns off disabled Wi-Fi and Bluetooth. Even if you make it out. Ridiculous.	0
iPhone XS Max	256GB	Gray	alex	1	Just to do cool ...	2019-01-08	it	Since I mind more I got a huawei mate 20 pro for 850 euros, so much power and extraordinary photos.1400 euros to have an apple to show ?! But please .... Had it been for me, Apple would have closed its doors for quite a while !!!	0
iPhone 6S	64GB	Space Gray	Anonymiker	4	Lots of light - a little shade	2015-12-30	de	As a longtime Apple user, I would like to break no lance for or against Apple products, but especially on the improvements or deteriorations - compared to my previous device the iPhone 5 - go in: The strongest contrast is first in the larger phone - and the larger screen. One of my big worries was that fact: would the cell phone not be too big for me? ... I've heard from some people traveling around that they wanted to have their old device back at once. For me, exactly the opposite effect occurred: I had already grown in size after 5 minutes, that I was seriously considering whether the iPhone 6S + would not have been even better. Only rarely do you get to a corner not as well off as in the past - but what you gain for additional vision makes up for the 10x. Here's a very big PLUS. The next big thing is the fingerprint scanner. Of course all those who have an iPhone 5S or newer already know that - but for me it was a big news. Unfortunately, it is not quite mature yet. I used to work classically with the message center. Say: the first push of a button showed me the time - with the second wipe I was in the message center. Today I can hardly avoid that I am automatically logged on ... and (and then you realize then that the phone has got bigger) to wipe from top to bottom, you have to stretch his hand already uncomfortable. In addition - and this is also a small disadvantage - I need now longer to get into the camera mode, because always only the registration takes place. Thus I miss the one or the other nice snapshot :-( But - and I find that considerable - the iPhone 6S keeps longer with the battery than my iPhone 5 although it has a larger display, many more sensors and also constantly scanning my fingerprint .Eas ugly I think the on / off button to the side to lay in. Sure - you get better off ... BUT: if you want to take a screenshot (and I do that more often) then you get very often in parallel to the volume buttons - and that prevents the screenshot.Last small defect - of which I do not know if it is only on my device or at all: the sockets for the charging cable and the headphones are a bit sharp Sensitive as far as my fingers are concerned - but I'm used to something else from Apple in this regard, and I suspect that it's because all the edges on the iPhone 6S are rounded - this keeps the fingers from touching If I find that this "" error "" only on my device is present, I will add this here.	0
iPhone 7	32GB	Black	Sebastian Fricke	1	! ! ! Attention ! ! !	2019-01-06	de	Attention, scams! No new! Have got a used device! Various scratches, Zergrabbeltes and discolored charger, geknautschte OVP.Der battery does not hold what he should. Here you are pulled over the table!	0
iPhone 7	32GB	Black	Julius K.	1	DO NOT BUY !!!	2018-07-21	de	I have the phone for about a year. And it has also worked flawlessly, only since the last software update, nothing works! It takes me about two to three minutes to open a web page on the internet, I can not make any updates in the AppStore and all my pictures have been deleted after the update! Absolutely no buy recommendation there are better and above all cheaper cell phones!	0
iPhone 8 Plus	64GB	Gold	andreas freisinger	1	Device apparently not new	2019-02-01	de	Was very disappointed with the product, the cell phone was delivered purely from the packaging is not a new device, the package was obviously already opened and re-glued again, also was the barcode on the back of the packaging just torn off. Since the appearance of the packaging made me startling, I sent the thing back immediately. Annoying that a new phone is sold for $ 800 proud and then you get something, even more at Christmas (was a gift). If I buy a new device, then (especially at the price) must be completely new - especially since I could not technically check the device. Unfortunately, I can only advise against it	0
iPhone 7 Plus	128GB	Jet Black	Ana Irina Groza	4	It is good quality	2018-09-01	uk	I did not like that he does not have a charger and headphones.	0
iPhone 6S	64GB	Space Gray	Lina	1	Disappointing product	2018-07-16	de	I bought the device in October 2016. After 4 days there was no sound and videos could not be played. Back to the dealer. Get a new phone. This is now broken, after 21 months. The battery could not be charged anymore. Lt. Apple total loss. All holiday pictures away. Never again Apple.	0
iPhone 7	32GB	Matt Black	Sonia L.	1	Very bad article	2017-11-06	it	This phone only works well the first month then it starts to freeze and after a year you have to change it I don't recommend it	0
iPhone X	64GB	Space Gray	Hallo	1	The phone comes from Italy	2018-11-22	de	Unfortunately, I'm not so happy because the phone is sent from Italy. Unfortunately, I have to send it back because an Apple employee advised me to do so	0
iPhone 7 Plus	32GB	Black	Amazon Customer	1	One Star	2017-01-17	uk	I order this item and receive only one empty box	0
iPhone 7 Plus	32GB	Silver	Paulina Bustamante	3	No funciona en Chile	2018-12-21	us	Teléfono en excelentes condiciones, como nuevo, pero no es compatible para ninguna de las compañías telefónicas de chile. No está liberado para ser usado aquí siendo que al momento de combarlo salía: ""Unlock GSM"" que es una de las principales razones por lo que lo compré	0
iPhone 6S	16GB	Rose Gold	Andreas Neugebauer	1	We just sell refurbished	2018-04-09	de	New phone ordered. Used visually satisfying smartphone.Akku old and weak.Headphone connection worn device goes off alone.Money refunded after return, the shipping costs but not. The offer is not recommended.	0
iPhone XR	64GB	Black	Davide	5	iPhone	2019-01-08	it	The brand says it all ... having already had small cmp ... hoping for a battery that over time does not become harder.	0
iPhone 7	32GB	Black	Amazon Kunde	1	Bad sound quality	2017-09-14	de	Unfortunately, very poor sound quality. For Apple, a descent. I have problems with my interlocutor who understands me very badly or not at all. Seems Apple does not register.	0
iPhone X	64GB	Argent	Client d'Amazon	1	Inadmissible	2018-06-14	fr	Empty package in the invalid mailbox	0
iPhone 8	256GB	Space Gray	Client d'Amazon	1	Product title lying!	2018-12-18	fr	It is not about Iphone 8 Plus but a classic Iphone 8! The title of the product is misleading and I still have no news of my return product after more than 15 days! I strongly advise against!	0
iPhone 7	32GB	Black	hekmeg	3	Everything as expected except for ringtones	2018-04-27	de	Ringtone of the old 5S could not be transferred, to create a new one is very tedious for me, too bad (for me incomprehensible).	0
iPhone 7	128GB	Black	Baddie	3	No more	2016-10-02	de	Have this phone as a company phone. I was really very Apple fixed but that with the Lightning cable annoys me now so that I will pick up again immediately to mobile phones with miniusb. Because the loading edges of Apple are after 3 months mostly scrap. If you buy which one is it Russian Roulette because often it starts well and after 2 weeks error message comes with not certified. Now also missing the latch.	0
iPhone 6S	64GB	Argent 	GC	2	Quality no longer what Apple produced earlier	2016-08-27	de	Unfortunately, I was struggling with weak LTE Wi-Fi and Bluetooth connections. In addition, my interlocutors complained about a bad call quality. I have been an Apple customer since 1990 and have owned all iPhone models. Since the 6 Series and SE Series, I do not find the quality, what to expect from such an expensive product. The 6s and also the iPhone SE, which I had shortly before were both inferior. Luckily, you can return the device to Amazon within 30 days.	0
iPhone 8	64GB	Space Gray	Meur Guillaume	1	A REAL CATASTROPHE !!!	2018-08-08	fr	A REAL CATASTROPHE !!! Everything seemed to be fine. I got the phone and everything was fine until I tried to use the camera that did not work. Amazon asked me to send it back using their return system. It's been more than a month since Amazon received the phone in its warehouses and since the customer service does not hang in my face, I'm asked to justify sending, that the package was not empty, now that the phone has not been replaced by another. In short, I'm called a thief and a liar without explanation. I am a good Amazon customer usually but here I will stop everything.	0
